site,date,depth,temp,,,
 Tough Creek Campground,8/29/22,1.145959,22.36904,,,
 Tough Creek Campground,8/29/22,1.11025,22.37383,,,
 Tough Creek Campground,8/29/22,1.043429,22.54445,,,
 Tough Creek Campground,8/29/22,0.9891353,22.64339,,,
 Tough Creek Campground,8/29/22,0.9819552,22.65844,,,
 Tough Creek Campground,8/29/22,0.8672474,22.70901,,,
 Tough Creek Campground,9/27/22,13.83272,17.36432,,,
 Tough Creek Campground,9/27/22,13.81666,17.36427,,,
 Tough Creek Campground,9/27/22,13.79955,17.3535,,,
 Tough Creek Campground,9/27/22,13.79743,17.35249,,,
 Tough Creek Campground,9/27/22,13.60315,17.35327,,,
 Tough Creek Campground,9/27/22,13.58489,17.35295,,,
 Tough Creek Campground,9/27/22,13.18828,17.33176,,,
 Tough Creek Campground,9/27/22,12.9409,17.33898,,,
 Tough Creek Campground,9/27/22,12.90418,17.33896,,,
 Tough Creek Campground,9/27/22,12.56315,17.33446,,,
 Tough Creek Campground,9/27/22,12.52295,17.33435,,,
 Tough Creek Campground,9/27/22,12.21807,17.36957,,,
 Tough Creek Campground,9/27/22,11.83567,17.40304,,,
 Tough Creek Campground,9/27/22,11.78889,17.4075,,,
 Tough Creek Campground,9/27/22,11.56365,17.44942,,,
 Tough Creek Campground,9/27/22,11.52912,17.45453,,,
 Tough Creek Campground,9/27/22,11.26783,17.47684,,,
 Tough Creek Campground,9/27/22,11.23621,17.48038,,,
 Tough Creek Campground,9/27/22,10.96429,17.51761,,,
 Tough Creek Campground,9/27/22,10.62498,17.54293,,,
 Tough Creek Campground,9/27/22,10.58365,17.54659,,,
 Tough Creek Campground,9/27/22,10.3774,17.57379,,,
 Tough Creek Campground,9/27/22,10.34678,17.5771,,,
 Tough Creek Campground,9/27/22,10.14157,17.59506,,,
 Tough Creek Campground,9/27/22,10.11631,17.59759,,,
 Tough Creek Campground,9/27/22,9.852633,17.60797,,,
 Tough Creek Campground,9/27/22,9.82239,17.6095,,,
 Tough Creek Campground,9/27/22,9.60281,17.63041,,,
 Tough Creek Campground,9/27/22,9.452757,17.64099,,,
 Tough Creek Campground,9/27/22,9.432266,17.64262,,,
 Tough Creek Campground,9/27/22,9.262194,17.65169,,,
 Tough Creek Campground,9/27/22,9.242033,17.65284,,,
 Tough Creek Campground,9/27/22,9.089672,17.66425,,,
 Tough Creek Campground,9/27/22,9.070332,17.66557,,,
 Tough Creek Campground,9/27/22,8.983582,17.66917,,,
 Tough Creek Campground,9/27/22,8.916772,17.67366,,,
 Tough Creek Campground,9/27/22,8.907978,17.67417,,,
 Tough Creek Campground,9/27/22,8.634245,17.6836,,,
 Tough Creek Campground,9/27/22,8.606797,17.68462,,,
 Tough Creek Campground,9/27/22,8.557773,17.68981,,,
 Tough Creek Campground,9/27/22,8.543412,17.69061,,,
 Tough Creek Campground,9/27/22,8.31188,17.68753,,,
 Tough Creek Campground,9/27/22,8.146726,17.69355,,,
 Tough Creek Campground,9/27/22,8.123696,17.69401,,,
 Tough Creek Campground,9/27/22,7.889891,17.69331,,,
 Tough Creek Campground,9/27/22,7.863015,17.69346,,,
 Tough Creek Campground,9/27/22,7.708543,17.72335,,,
 Tough Creek Campground,9/27/22,7.686243,17.72603,,,
 Tough Creek Campground,9/27/22,7.442317,17.74535,,,
 Tough Creek Campground,9/27/22,7.334371,17.77029,,,
 Tough Creek Campground,9/27/22,7.316714,17.77321,,,
 Tough Creek Campground,9/27/22,6.923031,17.77962,,,
 Tough Creek Campground,9/27/22,6.883223,17.78105,,,
 Tough Creek Campground,9/27/22,6.713749,17.81008,,,
 Tough Creek Campground,9/27/22,6.585044,17.855,,,
 Tough Creek Campground,9/27/22,6.568029,17.86031,,,
 Tough Creek Campground,9/27/22,6.416215,17.88457,,,
 Tough Creek Campground,9/27/22,6.397711,17.88844,,,
 Tough Creek Campground,9/27/22,6.147463,17.89185,,,
 Tough Creek Campground,9/27/22,6.118582,17.89302,,,
 Tough Creek Campground,9/27/22,5.654054,17.90009,,,
 Tough Creek Campground,9/27/22,5.531391,17.90458,,,
 Tough Creek Campground,9/27/22,5.504618,17.90526,,,
 Tough Creek Campground,9/27/22,5.293629,17.92189,,,
 Tough Creek Campground,9/27/22,5.270125,17.92361,,,
 Tough Creek Campground,9/27/22,4.944955,17.93756,,,
 Tough Creek Campground,9/27/22,4.768893,17.95425,,,
 Tough Creek Campground,9/27/22,4.741179,17.95631,,,
 Tough Creek Campground,9/27/22,4.398417,17.98524,,,
 Tough Creek Campground,9/27/22,4.361299,17.98847,,,
 Tough Creek Campground,9/27/22,4.03178,18.01443,,,
 Tough Creek Campground,9/27/22,3.990564,18.01775,,,
 Tough Creek Campground,9/27/22,3.671653,18.04117,,,
 Tough Creek Campground,9/27/22,3.632095,18.04414,,,
 Tough Creek Campground,9/27/22,3.303197,18.06793,,,
 Tough Creek Campground,9/27/22,3.071141,18.08866,,,
 Tough Creek Campground,9/27/22,3.039858,18.09128,,,
 Tough Creek Campground,9/27/22,2.737028,18.11985,,,
 Tough Creek Campground,9/27/22,2.702512,18.12308,,,
 Tough Creek Campground,9/27/22,2.267971,18.16322,,,
 Tough Creek Campground,9/27/22,2.219055,18.16776,,,
 Tough Creek Campground,9/27/22,1.86317,18.19329,,,
 Tough Creek Campground,9/27/22,1.576657,18.23479,,,
 Tough Creek Campground,9/27/22,1.539832,18.23939,,,
 Tough Creek Campground,9/27/22,1.345571,18.29418,,,
 Tough Creek Campground,9/27/22,1.318951,18.30059,,,
 Tough Creek Campground,9/27/22,1.079403,18.31576,,,
 Tough Creek Campground,9/27/22,1.05132,18.31903,,,
 Tough Creek Campground,9/27/22,0.5829465,18.35946,,,
 Tough Creek Campground,9/27/22,0.4241709,18.43415,,,
 Tough Creek Campground,9/27/22,0.3945331,18.4425,,,
 Tough Creek Campground,9/27/22,0.3888076,18.51465,,,
 Tough Creek Campground,9/27/22,0.3839565,18.52386,,,
 Tough Creek Campground,10/19/22,12.76263,14.21227,,,
 Tough Creek Campground,10/19/22,12.76187,14.21103,,,
 Tough Creek Campground,10/19/22,12.7655,14.20179,,,
 Tough Creek Campground,10/19/22,12.76529,14.2005,,,
 Tough Creek Campground,10/19/22,12.76551,14.19713,,,
 Tough Creek Campground,10/19/22,12.37561,14.19185,,,
 Tough Creek Campground,10/19/22,12.33995,14.19124,,,
 Tough Creek Campground,10/19/22,12.10318,14.19916,,,
 Tough Creek Campground,10/19/22,12.06817,14.19969,,,
 Tough Creek Campground,10/19/22,11.65434,14.21623,,,
 Tough Creek Campground,10/19/22,11.61077,14.21794,,,
 Tough Creek Campground,10/19/22,11.38524,14.22634,,,
 Tough Creek Campground,10/19/22,11.35167,14.22762,,,
 Tough Creek Campground,10/19/22,11.33128,14.24962,,,
 Tough Creek Campground,10/19/22,10.91083,14.2517,,,
 Tough Creek Campground,10/19/22,10.87164,14.2526,,,
 Tough Creek Campground,10/19/22,10.44333,14.25599,,,
 Tough Creek Campground,10/19/22,10.38977,14.25633,,,
 Tough Creek Campground,10/19/22,9.945004,14.26101,,,
 Tough Creek Campground,10/19/22,9.890195,14.26155,,,
 Tough Creek Campground,10/19/22,9.39605,14.2989,,,
 Tough Creek Campground,10/19/22,9.119298,14.3398,,,
 Tough Creek Campground,10/19/22,9.078635,14.34477,,,
 Tough Creek Campground,10/19/22,8.672356,14.35417,,,
 Tough Creek Campground,10/19/22,8.62687,14.35639,,,
 Tough Creek Campground,10/19/22,8.396878,14.36127,,,
 Tough Creek Campground,10/19/22,8.362113,14.362,,,
 Tough Creek Campground,10/19/22,8.038404,14.38221,,,
 Tough Creek Campground,10/19/22,7.721083,14.41081,,,
 Tough Creek Campground,10/19/22,7.681128,14.41414,,,
 Tough Creek Campground,10/19/22,7.301641,14.40757,,,
 Tough Creek Campground,10/19/22,7.256578,14.40795,,,
 Tough Creek Campground,10/19/22,6.890823,14.42151,,,
 Tough Creek Campground,10/19/22,6.844387,14.42249,,,
 Tough Creek Campground,10/19/22,6.684424,14.43459,,,
 Tough Creek Campground,10/19/22,6.318723,14.44397,,,
 Tough Creek Campground,10/19/22,6.279008,14.44524,,,
 Tough Creek Campground,10/19/22,5.809922,14.4544,,,
 Tough Creek Campground,10/19/22,5.753742,14.45556,,,
 Tough Creek Campground,10/19/22,5.251749,14.45944,,,
 Tough Creek Campground,10/19/22,5.106529,14.48443,,,
 Tough Creek Campground,10/19/22,5.076696,14.48697,,,
 Tough Creek Campground,10/19/22,4.564371,14.49005,,,
 Tough Creek Campground,10/19/22,4.512046,14.49125,,,
 Tough Creek Campground,10/19/22,4.135221,14.49415,,,
 Tough Creek Campground,10/19/22,3.890033,14.50872,,,
 Tough Creek Campground,10/19/22,3.854633,14.51024,,,
 Tough Creek Campground,10/19/22,3.341286,14.50727,,,
 Tough Creek Campground,10/19/22,3.285211,14.50752,,,
 Tough Creek Campground,10/19/22,2.940736,14.52035,,,
 Tough Creek Campground,10/19/22,2.890273,14.52142,,,
 Tough Creek Campground,10/19/22,2.721035,14.54362,,,
 Tough Creek Campground,10/19/22,2.320759,14.55098,,,
 Tough Creek Campground,10/19/22,2.277122,14.55241,,,
 Tough Creek Campground,10/19/22,1.837404,14.57385,,,
 Tough Creek Campground,10/19/22,1.782062,14.57608,,,
 Tough Creek Campground,10/19/22,1.285767,14.58949,,,
 Tough Creek Campground,10/19/22,1.22549,14.59149,,,
 Tough Creek Campground,10/19/22,0.8038662,14.63014,,,
 Tough Creek Campground,10/19/22,0.748411,14.6827,,,
 Tough Creek Campground,10/19/22,0.7305511,14.68873,,,
 Tough Creek Campground,10/19/22,0.5416819,14.71048,,,
 Tough Creek Campground,10/19/22,0.5239351,14.71416,,,
 Tough Creek Campground,10/19/22,0.3771436,14.74911,,,
 Tough Creek Campground,10/19/22,0.3576715,14.75288,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.865013,8.519394,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.818073,8.540849,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.813613,8.543121,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.804963,8.529245,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.802403,8.528836,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.428923,8.529417,,,
 Transitional Pelagic: Sand Mesa,5/10/22,14.014573,8.523055,,,
 Transitional Pelagic: Sand Mesa,5/10/22,13.964703,8.522532,,,
 Transitional Pelagic: Sand Mesa,5/10/22,13.914843,8.52201,,,
 Transitional Pelagic: Sand Mesa,5/10/22,13.509333,8.523669,,,
 Transitional Pelagic: Sand Mesa,5/10/22,13.459243,8.52357,,,
 Transitional Pelagic: Sand Mesa,5/10/22,13.132773,8.509197,,,
 Transitional Pelagic: Sand Mesa,5/10/22,12.751473,8.505113,,,
 Transitional Pelagic: Sand Mesa,5/10/22,12.709673,8.504445,,,
 Transitional Pelagic: Sand Mesa,5/10/22,12.350303,8.505047,,,
 Transitional Pelagic: Sand Mesa,5/10/22,12.306893,8.505057,,,
 Transitional Pelagic: Sand Mesa,5/10/22,11.943003,8.518151,,,
 Transitional Pelagic: Sand Mesa,5/10/22,11.898533,8.519376,,,
 Transitional Pelagic: Sand Mesa,5/10/22,11.689383,8.523752,,,
 Transitional Pelagic: Sand Mesa,5/10/22,11.279333,8.520936,,,
 Transitional Pelagic: Sand Mesa,5/10/22,11.234923,8.520775,,,
 Transitional Pelagic: Sand Mesa,5/10/22,10.767343,8.565331,,,
 Transitional Pelagic: Sand Mesa,5/10/22,10.710053,8.569407,,,
 Transitional Pelagic: Sand Mesa,5/10/22,10.300333,8.609653,,,
 Transitional Pelagic: Sand Mesa,5/10/22,10.247173,8.614921,,,
 Transitional Pelagic: Sand Mesa,5/10/22,10.010133,8.644604,,,
 Transitional Pelagic: Sand Mesa,5/10/22,9.974573,8.648662,,,
 Transitional Pelagic: Sand Mesa,5/10/22,9.542003,8.64913,,,
 Transitional Pelagic: Sand Mesa,5/10/22,9.005523,8.660153,,,
 Transitional Pelagic: Sand Mesa,5/10/22,8.941773,8.661179,,,
 Transitional Pelagic: Sand Mesa,5/10/22,8.450133,8.670927,,,
 Transitional Pelagic: Sand Mesa,5/10/22,8.386903,8.672203,,,
 Transitional Pelagic: Sand Mesa,5/10/22,8.166363,8.68643,,,
 Transitional Pelagic: Sand Mesa,5/10/22,7.706923,8.681253,,,
 Transitional Pelagic: Sand Mesa,5/10/22,7.656503,8.681207,,,
 Transitional Pelagic: Sand Mesa,5/10/22,7.160003,8.686513,,,
 Transitional Pelagic: Sand Mesa,5/10/22,7.097683,8.686784,,,
 Transitional Pelagic: Sand Mesa,5/10/22,6.905513,8.693531,,,
 Transitional Pelagic: Sand Mesa,5/10/22,6.870113,8.694361,,,
 Transitional Pelagic: Sand Mesa,5/10/22,6.414943,8.711785,,,
 Transitional Pelagic: Sand Mesa,5/10/22,6.013953,8.719912,,,
 Transitional Pelagic: Sand Mesa,5/10/22,5.960433,8.721263,,,
 Transitional Pelagic: Sand Mesa,5/10/22,5.735213,8.729538,,,
 Transitional Pelagic: Sand Mesa,5/10/22,5.699953,8.730589,,,
 Transitional Pelagic: Sand Mesa,5/10/22,5.248653,8.744616,,,
 Transitional Pelagic: Sand Mesa,5/10/22,4.868483,8.757232,,,
 Transitional Pelagic: Sand Mesa,5/10/22,4.816853,8.758908,,,
 Transitional Pelagic: Sand Mesa,5/10/22,4.584683,8.765578,,,
 Transitional Pelagic: Sand Mesa,5/10/22,4.549573,8.766648,,,
 Transitional Pelagic: Sand Mesa,5/10/22,4.018273,8.756014,,,
 Transitional Pelagic: Sand Mesa,5/10/22,3.553023,8.771051,,,
 Transitional Pelagic: Sand Mesa,5/10/22,3.490833,8.772158,,,
 Transitional Pelagic: Sand Mesa,5/10/22,3.093263,8.801012,,,
 Transitional Pelagic: Sand Mesa,5/10/22,3.039963,8.804308,,,
 Transitional Pelagic: Sand Mesa,5/10/22,2.783203,8.836063,,,
 Transitional Pelagic: Sand Mesa,5/10/22,2.744823,8.840072,,,
 Transitional Pelagic: Sand Mesa,5/10/22,2.379863,8.850788,,,
 Transitional Pelagic: Sand Mesa,5/10/22,1.949863,8.885029,,,
 Transitional Pelagic: Sand Mesa,5/10/22,1.898733,8.888526,,,
 Transitional Pelagic: Sand Mesa,5/10/22,1.544423,8.939018,,,
 Transitional Pelagic: Sand Mesa,5/10/22,1.498463,8.944736,,,
 Transitional Pelagic: Sand Mesa,5/10/22,1.114723,8.999198,,,
 Transitional Pelagic: Sand Mesa,5/10/22,1.069256,9.005703,,,
 Transitional Pelagic: Sand Mesa,5/10/22,0.837393,9.063962,,,
 Transitional Pelagic: Sand Mesa,5/10/22,0.80402,9.070907,,,
 Transitional Pelagic: Sand Mesa,5/10/22,0.360869,9.105586,,,
 Transitional Pelagic: Sand Mesa,5/10/22,0.056981,9.216009,,,
 Transitional Pelagic: Sand Mesa,5/10/22,0.015235,9.227155,,,
 Transitional Pelagic: Sand Mesa,5/10/22,0,9.414135,,,
 Transitional Pelagic: Sand Mesa,6/15/22,16.24964,13.16383,,,
 Transitional Pelagic: Sand Mesa,6/15/22,16.24139,13.16047,,,
 Transitional Pelagic: Sand Mesa,6/15/22,16.2106,13.15522,,,
 Transitional Pelagic: Sand Mesa,6/15/22,16.20454,13.1532,,,
 Transitional Pelagic: Sand Mesa,6/15/22,15.61775,13.15038,,,
 Transitional Pelagic: Sand Mesa,6/15/22,15.3618,13.20219,,,
 Transitional Pelagic: Sand Mesa,6/15/22,15.31858,13.20705,,,
 Transitional Pelagic: Sand Mesa,6/15/22,14.85761,13.27197,,,
 Transitional Pelagic: Sand Mesa,6/15/22,14.80584,13.28003,,,
 Transitional Pelagic: Sand Mesa,6/15/22,14.33943,13.46945,,,
 Transitional Pelagic: Sand Mesa,6/15/22,14.28023,13.48867,,,
 Transitional Pelagic: Sand Mesa,6/15/22,13.83829,13.63955,,,
 Transitional Pelagic: Sand Mesa,6/15/22,13.49684,13.71807,,,
 Transitional Pelagic: Sand Mesa,6/15/22,13.45194,13.72984,,,
 Transitional Pelagic: Sand Mesa,6/15/22,13.20119,13.84545,,,
 Transitional Pelagic: Sand Mesa,6/15/22,13.16801,13.85819,,,
 Transitional Pelagic: Sand Mesa,6/15/22,12.84567,13.91125,,,
 Transitional Pelagic: Sand Mesa,6/15/22,12.80866,13.91992,,,
 Transitional Pelagic: Sand Mesa,6/15/22,12.26276,13.99705,,,
 Transitional Pelagic: Sand Mesa,6/15/22,11.90132,14.08502,,,
 Transitional Pelagic: Sand Mesa,6/15/22,11.85114,14.09561,,,
 Transitional Pelagic: Sand Mesa,6/15/22,11.76524,14.15333,,,
 Transitional Pelagic: Sand Mesa,6/15/22,11.74644,14.16147,,,
 Transitional Pelagic: Sand Mesa,6/15/22,11.44932,14.18732,,,
 Transitional Pelagic: Sand Mesa,6/15/22,11.42052,14.19152,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.87393,14.23098,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.81499,14.23538,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.48561,14.26933,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.3183,14.30658,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.29299,14.31104,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.03457,14.33247,,,
 Transitional Pelagic: Sand Mesa,6/15/22,10.006,14.33563,,,
 Transitional Pelagic: Sand Mesa,6/15/22,9.694745,14.35353,,,
 Transitional Pelagic: Sand Mesa,6/15/22,9.657591,14.35587,,,
 Transitional Pelagic: Sand Mesa,6/15/22,9.333207,14.40539,,,
 Transitional Pelagic: Sand Mesa,6/15/22,8.919672,14.43992,,,
 Transitional Pelagic: Sand Mesa,6/15/22,8.870598,14.44475,,,
 Transitional Pelagic: Sand Mesa,6/15/22,8.433325,14.45457,,,
 Transitional Pelagic: Sand Mesa,6/15/22,8.378877,14.45661,,,
 Transitional Pelagic: Sand Mesa,6/15/22,7.77281,14.50256,,,
 Transitional Pelagic: Sand Mesa,6/15/22,7.383741,14.56033,,,
 Transitional Pelagic: Sand Mesa,6/15/22,7.327852,14.56735,,,
 Transitional Pelagic: Sand Mesa,6/15/22,7.031545,14.6252,,,
 Transitional Pelagic: Sand Mesa,6/15/22,6.991719,14.63259,,,
 Transitional Pelagic: Sand Mesa,6/15/22,6.522714,14.64819,,,
 Transitional Pelagic: Sand Mesa,6/15/22,6.46966,14.65165,,,
 Transitional Pelagic: Sand Mesa,6/15/22,5.877416,14.67509,,,
 Transitional Pelagic: Sand Mesa,6/15/22,5.36029,14.68329,,,
 Transitional Pelagic: Sand Mesa,6/15/22,5.29212,14.68484,,,
 Transitional Pelagic: Sand Mesa,6/15/22,5.017297,14.68992,,,
 Transitional Pelagic: Sand Mesa,6/15/22,4.97402,14.69064,,,
 Transitional Pelagic: Sand Mesa,6/15/22,4.363301,14.71031,,,
 Transitional Pelagic: Sand Mesa,6/15/22,4.058808,14.72092,,,
 Transitional Pelagic: Sand Mesa,6/15/22,4.00918,14.7226,,,
 Transitional Pelagic: Sand Mesa,6/15/22,3.792605,14.73082,,,
 Transitional Pelagic: Sand Mesa,6/15/22,3.76267,14.73193,,,
 Transitional Pelagic: Sand Mesa,6/15/22,3.228409,14.72796,,,
 Transitional Pelagic: Sand Mesa,6/15/22,2.696115,14.74179,,,
 Transitional Pelagic: Sand Mesa,6/15/22,2.626608,14.743,,,
 Transitional Pelagic: Sand Mesa,6/15/22,2.379033,14.75544,,,
 Transitional Pelagic: Sand Mesa,6/15/22,2.337494,14.75714,,,
 Transitional Pelagic: Sand Mesa,6/15/22,1.779492,14.76992,,,
 Transitional Pelagic: Sand Mesa,6/15/22,1.72073,14.77152,,,
 Transitional Pelagic: Sand Mesa,6/15/22,1.339318,14.80399,,,
 Transitional Pelagic: Sand Mesa,6/15/22,1.285456,14.80733,,,
 Transitional Pelagic: Sand Mesa,6/15/22,0.8534621,14.85732,,,
 Transitional Pelagic: Sand Mesa,6/15/22,0.3647322,14.88208,,,
 Transitional Pelagic: Sand Mesa,6/15/22,0.3059443,14.88591,,,
 Transitional Pelagic: Sand Mesa,6/15/22,0.2450392,15.02141,,,
 Transitional Pelagic: Sand Mesa,7/12/22,16.79883,15.71437,,,
 Transitional Pelagic: Sand Mesa,7/12/22,16.805,15.70104,,,
 Transitional Pelagic: Sand Mesa,7/12/22,16.80611,15.69964,,,
 Transitional Pelagic: Sand Mesa,7/12/22,16.75379,15.71519,,,
 Transitional Pelagic: Sand Mesa,7/12/22,16.7491,15.71616,,,
 Transitional Pelagic: Sand Mesa,7/12/22,16.0489,15.76838,,,
 Transitional Pelagic: Sand Mesa,7/12/22,15.98168,15.77382,,,
 Transitional Pelagic: Sand Mesa,7/12/22,15.63855,15.69946,,,
 Transitional Pelagic: Sand Mesa,7/12/22,15.10009,15.73515,,,
 Transitional Pelagic: Sand Mesa,7/12/22,15.03923,15.73597,,,
 Transitional Pelagic: Sand Mesa,7/12/22,14.54898,15.85135,,,
 Transitional Pelagic: Sand Mesa,7/12/22,14.48485,15.86359,,,
 Transitional Pelagic: Sand Mesa,7/12/22,14.23331,15.98081,,,
 Transitional Pelagic: Sand Mesa,7/12/22,13.70311,16.04032,,,
 Transitional Pelagic: Sand Mesa,7/12/22,13.64438,16.04976,,,
 Transitional Pelagic: Sand Mesa,7/12/22,13.21213,16.16095,,,
 Transitional Pelagic: Sand Mesa,7/12/22,13.15267,16.17336,,,
 Transitional Pelagic: Sand Mesa,7/12/22,12.63655,16.30515,,,
 Transitional Pelagic: Sand Mesa,7/12/22,12.57319,16.32145,,,
 Transitional Pelagic: Sand Mesa,7/12/22,12.31254,16.53659,,,
 Transitional Pelagic: Sand Mesa,7/12/22,11.81552,16.69751,,,
 Transitional Pelagic: Sand Mesa,7/12/22,11.76036,16.71962,,,
 Transitional Pelagic: Sand Mesa,7/12/22,11.43089,17.00927,,,
 Transitional Pelagic: Sand Mesa,7/12/22,11.38368,17.04078,,,
 Transitional Pelagic: Sand Mesa,7/12/22,10.99877,17.26517,,,
 Transitional Pelagic: Sand Mesa,7/12/22,10.95382,17.29491,,,
 Transitional Pelagic: Sand Mesa,7/12/22,10.72608,17.52462,,,
 Transitional Pelagic: Sand Mesa,7/12/22,10.69289,17.55232,,,
 Transitional Pelagic: Sand Mesa,7/12/22,10.32187,17.82779,,,
 Transitional Pelagic: Sand Mesa,7/12/22,9.973787,18.04682,,,
 Transitional Pelagic: Sand Mesa,7/12/22,9.930305,18.07537,,,
 Transitional Pelagic: Sand Mesa,7/12/22,9.617599,18.48528,,,
 Transitional Pelagic: Sand Mesa,7/12/22,9.577753,18.52981,,,
 Transitional Pelagic: Sand Mesa,7/12/22,9.201578,18.92904,,,
 Transitional Pelagic: Sand Mesa,7/12/22,9.157195,18.97919,,,
 Transitional Pelagic: Sand Mesa,7/12/22,8.979019,19.22928,,,
 Transitional Pelagic: Sand Mesa,7/12/22,8.577262,19.3447,,,
 Transitional Pelagic: Sand Mesa,7/12/22,8.534626,19.36269,,,
 Transitional Pelagic: Sand Mesa,7/12/22,8.213439,19.56492,,,
 Transitional Pelagic: Sand Mesa,7/12/22,8.170638,19.5865,,,
 Transitional Pelagic: Sand Mesa,7/12/22,7.788518,19.68044,,,
 Transitional Pelagic: Sand Mesa,7/12/22,7.743424,19.69582,,,
 Transitional Pelagic: Sand Mesa,7/12/22,7.491986,19.8913,,,
 Transitional Pelagic: Sand Mesa,7/12/22,7.090678,19.95143,,,
 Transitional Pelagic: Sand Mesa,7/12/22,7.045454,19.96328,,,
 Transitional Pelagic: Sand Mesa,7/12/22,6.613062,20.11769,,,
 Transitional Pelagic: Sand Mesa,7/12/22,6.560113,20.1334,,,
 Transitional Pelagic: Sand Mesa,7/12/22,6.172392,20.20496,,,
 Transitional Pelagic: Sand Mesa,7/12/22,6.12245,20.2168,,,
 Transitional Pelagic: Sand Mesa,7/12/22,5.854567,20.2998,,,
 Transitional Pelagic: Sand Mesa,7/12/22,5.464858,20.30682,,,
 Transitional Pelagic: Sand Mesa,7/12/22,5.420093,20.31014,,,
 Transitional Pelagic: Sand Mesa,7/12/22,4.906457,20.37526,,,
 Transitional Pelagic: Sand Mesa,7/12/22,4.845078,20.38146,,,
 Transitional Pelagic: Sand Mesa,7/12/22,4.540843,20.41969,,,
 Transitional Pelagic: Sand Mesa,7/12/22,4.027036,20.50698,,,
