site,date,depth,temp,,,
 Tough Creek Campground,5/27/20,2.5,14.5,,,
 Tough Creek Campground,5/27/20,3,14.46,,,
 Tough Creek Campground,5/27/20,4,14.42,,,
 Tough Creek Campground,5/27/20,5,14.42,,,
 Tough Creek Campground,5/27/20,6,14.41,,,
 Tough Creek Campground,5/27/20,7,14.18,,,
 Tough Creek Campground,5/27/20,8,13.22,,,
 Tough Creek Campground,5/27/20,9,13.03,,,
 Tough Creek Campground,6/24/20,0,22.09,,,
 Tough Creek Campground,6/24/20,0.5,21.4,,,
 Tough Creek Campground,6/24/20,1,20.62,,,
 Tough Creek Campground,6/24/20,1.5,19.95,,,
 Tough Creek Campground,6/24/20,2,19.48,,,
 Tough Creek Campground,6/24/20,2.5,19.29,,,
 Tough Creek Campground,6/24/20,3,18.96,,,
 Tough Creek Campground,6/24/20,4,18.9,,,
 Tough Creek Campground,6/24/20,5,18.44,,,
 Tough Creek Campground,6/24/20,5.5,18.19,,,
 Tough Creek Campground,7/15/20,0,22.27,,,
 Tough Creek Campground,7/15/20,0.5,21.93,,,
 Tough Creek Campground,7/15/20,1,21.51,,,
 Tough Creek Campground,7/15/20,1.5,21.26,,,
 Tough Creek Campground,7/15/20,2,21.06,,,
 Tough Creek Campground,7/15/20,2.5,20.87,,,
 Tough Creek Campground,7/15/20,3,20.72,,,
 Tough Creek Campground,7/15/20,4,20.65,,,
 Tough Creek Campground,7/15/20,5,20.62,,,
 Tough Creek Campground,7/15/20,6,20.62,,,
 Tough Creek Campground,7/15/20,7,20.61,,,
 Tough Creek Campground,7/15/20,8,20.58,,,
 Tough Creek Campground,7/15/20,9,20.57,,,
 Tough Creek Campground,7/15/20,10,20.56,,,
 Tough Creek Campground,7/15/20,11,20.46,,,
 Tough Creek Campground,7/15/20,12,19.46,,,
 Tough Creek Campground,7/15/20,13,19.26,,,
 Tough Creek Campground,8/26/20,0,23.33,,,
 Tough Creek Campground,8/26/20,0.5,22.91,,,
 Tough Creek Campground,8/26/20,1,22.75,,,
 Tough Creek Campground,8/26/20,1.5,22.68,,,
 Tough Creek Campground,8/26/20,2,22.58,,,
 Tough Creek Campground,8/26/20,2.5,22.54,,,
 Tough Creek Campground,8/26/20,3,22.47,,,
 Tough Creek Campground,8/26/20,4,22.39,,,
 Tough Creek Campground,8/26/20,5,22.22,,,
 Tough Creek Campground,8/26/20,6,22.05,,,
 Tough Creek Campground,8/26/20,7,21.85,,,
 Tough Creek Campground,8/26/20,8,21.72,,,
 Tough Creek Campground,8/26/20,9,21.54,,,
 Tough Creek Campground,8/26/20,10,21.41,,,
 Tough Creek Campground,8/26/20,11,21.34,,,
 Tough Creek Campground,8/26/20,12,21.17,,,
 Tough Creek Campground,9/22/20,0,17.3,,,
 Tough Creek Campground,9/22/20,0.5,17.29,,,
 Tough Creek Campground,9/22/20,1,17.31,,,
 Tough Creek Campground,9/22/20,1.5,17.29,,,
 Tough Creek Campground,9/22/20,2,17.26,,,
 Tough Creek Campground,9/22/20,2.5,17.19,,,
 Tough Creek Campground,9/22/20,3,17.16,,,
 Tough Creek Campground,9/22/20,4,17.08,,,
 Tough Creek Campground,10/13/20,0,14.34,,,
 Tough Creek Campground,10/13/20,0.5,14.44,,,
 Tough Creek Campground,10/13/20,1,14.47,,,
 Tough Creek Campground,10/13/20,1.5,14.39,,,
 Tough Creek Campground,10/13/20,2,14.39,,,
 Tough Creek Campground,10/13/20,2.5,14.36,,,
 Tough Creek Campground,10/13/20,3,14.34,,,
 Tough Creek Campground,10/13/20,4,14.3,,,
 Tough Creek Campground,10/13/20,5,14.28,,,
 Tough Creek Campground,10/13/20,6,14.2,,,
 Tough Creek Campground,10/13/20,7,14.14,,,
 Tough Creek Campground,10/13/20,8,14.1,,,
 Tough Creek Campground,10/13/20,9,14.06,,,
 Tough Creek Campground,10/13/20,10,13.99,,,
 Tough Creek Campground,5/18/21,0,16.8,,,
 Tough Creek Campground,5/18/21,0.5,16.1,,,
 Tough Creek Campground,5/18/21,1,15.6,,,
 Tough Creek Campground,5/18/21,1.5,14.9,,,
 Tough Creek Campground,5/18/21,2,14.3,,,
 Tough Creek Campground,5/18/21,2.5,13.8,,,
 Tough Creek Campground,5/18/21,3,13.2,,,
 Tough Creek Campground,5/18/21,4,12.4,,,
 Tough Creek Campground,5/18/21,5,12.2,,,
 Tough Creek Campground,5/18/21,6,12,,,
 Tough Creek Campground,5/18/21,7,11.6,,,
 Tough Creek Campground,5/18/21,8,11.5,,,
 Tough Creek Campground,5/18/21,9,11.2,,,
 Tough Creek Campground,5/18/21,10,10.9,,,
 Tough Creek Campground,6/22/21,10.698657,14.96147,,,
 Tough Creek Campground,6/22/21,10.697117,14.96051,,,
 Tough Creek Campground,6/22/21,10.695587,14.95954,,,
 Tough Creek Campground,6/22/21,10.413827,14.936,,,
 Tough Creek Campground,6/22/21,10.399737,14.93438,,,
 Tough Creek Campground,6/22/21,10.385647,14.93275,,,
 Tough Creek Campground,6/22/21,9.843307,14.93029,,,
 Tough Creek Campground,6/22/21,9.811387,14.92972,,,
 Tough Creek Campground,6/22/21,9.779477,14.92916,,,
 Tough Creek Campground,6/22/21,9.747557,14.92859,,,
 Tough Creek Campground,6/22/21,8.938623,15.15098,,,
 Tough Creek Campground,6/22/21,8.889329,15.16139,,,
 Tough Creek Campground,6/22/21,8.840035,15.17179,,,
 Tough Creek Campground,6/22/21,8.140381,15.68484,,,
 Tough Creek Campground,6/22/21,8.090897,15.71388,,,
 Tough Creek Campground,6/22/21,8.041415,15.74293,,,
 Tough Creek Campground,6/22/21,7.991932,15.77197,,,
 Tough Creek Campground,6/22/21,7.670468,16.28407,,,
 Tough Creek Campground,6/22/21,7.640627,16.31875,,,
 Tough Creek Campground,6/22/21,7.610784,16.35343,,,
 Tough Creek Campground,6/22/21,6.954243,16.51207,,,
 Tough Creek Campground,6/22/21,6.91606,16.52988,,,
 Tough Creek Campground,6/22/21,6.877876,16.54769,,,
 Tough Creek Campground,6/22/21,6.839693,16.5655,,,
 Tough Creek Campground,6/22/21,6.084716,17.34768,,,
 Tough Creek Campground,6/22/21,6.035225,17.3884,,,
 Tough Creek Campground,6/22/21,5.985735,17.42912,,,
 Tough Creek Campground,6/22/21,5.290253,18.6375,,,
 Tough Creek Campground,6/22/21,5.241708,18.71057,,,
 Tough Creek Campground,6/22/21,5.193162,18.78365,,,
 Tough Creek Campground,6/22/21,4.871704,19.16622,,,
 Tough Creek Campground,6/22/21,4.842374,19.20819,,,
 Tough Creek Campground,6/22/21,4.813043,19.25015,,,
 Tough Creek Campground,6/22/21,4.783713,19.29212,,,
 Tough Creek Campground,6/22/21,4.059343,19.42794,,,
 Tough Creek Campground,6/22/21,4.018444,19.4427,,,
 Tough Creek Campground,6/22/21,3.977545,19.45745,,,
 Tough Creek Campground,6/22/21,3.936646,19.47221,,,
 Tough Creek Campground,6/22/21,3.273446,19.80382,,,
 Tough Creek Campground,6/22/21,3.22823,19.82234,,,
 Tough Creek Campground,6/22/21,3.183013,19.84086,,,
 Tough Creek Campground,6/22/21,2.528955,20.07701,,,
 Tough Creek Campground,6/22/21,2.486425,20.09414,,,
 Tough Creek Campground,6/22/21,2.443895,20.11127,,,
 Tough Creek Campground,6/22/21,2.401366,20.12841,,,
 Tough Creek Campground,6/22/21,2.053688,20.27828,,,
 Tough Creek Campground,6/22/21,2.025214,20.28969,,,
 Tough Creek Campground,6/22/21,1.99674,20.3011,,,
 Tough Creek Campground,6/22/21,1.968267,20.31251,,,
 Tough Creek Campground,6/22/21,1.203619,20.48185,,,
 Tough Creek Campground,6/22/21,1.162444,20.49253,,,
 Tough Creek Campground,6/22/21,1.121269,20.5032,,,
 Tough Creek Campground,6/22/21,0.500732,20.57727,,,
 Tough Creek Campground,6/22/21,0.45841,20.5839,,,
 Tough Creek Campground,6/22/21,0.416088,20.59053,,,
 Tough Creek Campground,6/22/21,0.373766,20.59716,,,
 Tough Creek Campground,6/22/21,0,20.83499,,,
 Tough Creek Campground,7/21/21,10.908194,20.76458,,,
 Tough Creek Campground,7/21/21,10.908274,20.76491,,,
 Tough Creek Campground,7/21/21,10.891304,20.75531,,,
 Tough Creek Campground,7/21/21,10.890484,20.75496,,,
 Tough Creek Campground,7/21/21,10.889674,20.75461,,,
 Tough Creek Campground,7/21/21,10.636644,20.75441,,,
 Tough Creek Campground,7/21/21,10.624044,20.7542,,,
 Tough Creek Campground,7/21/21,10.611434,20.754,,,
 Tough Creek Campground,7/21/21,10.598834,20.75379,,,
 Tough Creek Campground,7/21/21,10.021294,20.78521,,,
 Tough Creek Campground,7/21/21,9.988804,20.78669,,,
 Tough Creek Campground,7/21/21,9.956324,20.78817,,,
 Tough Creek Campground,7/21/21,9.475644,20.82275,,,
 Tough Creek Campground,7/21/21,9.441724,20.82499,,,
 Tough Creek Campground,7/21/21,9.407804,20.82722,,,
 Tough Creek Campground,7/21/21,9.373894,20.82945,,,
 Tough Creek Campground,7/21/21,9.339974,20.83169,,,
 Tough Creek Campground,7/21/21,8.835874,20.87725,,,
 Tough Creek Campground,7/21/21,8.802314,20.88007,,,
 Tough Creek Campground,7/21/21,8.768754,20.88289,,,
 Tough Creek Campground,7/21/21,8.319944,20.91802,,,
 Tough Creek Campground,7/21/21,8.290504,20.92044,,,
 Tough Creek Campground,7/21/21,8.261054,20.92286,,,
 Tough Creek Campground,7/21/21,7.988574,20.95506,,,
 Tough Creek Campground,7/21/21,7.968064,20.95721,,,
 Tough Creek Campground,7/21/21,7.947564,20.95937,,,
 Tough Creek Campground,7/21/21,7.927054,20.96152,,,
 Tough Creek Campground,7/21/21,7.357654,20.97501,,,
 Tough Creek Campground,7/21/21,7.324974,20.97631,,,
 Tough Creek Campground,7/21/21,7.292294,20.97761,,,
 Tough Creek Campground,7/21/21,6.741484,21.00496,,,
 Tough Creek Campground,7/21/21,6.703384,21.00656,,,
 Tough Creek Campground,7/21/21,6.665284,21.00817,,,
 Tough Creek Campground,7/21/21,6.386324,21.06193,,,
 Tough Creek Campground,7/21/21,6.361724,21.06509,,,
 Tough Creek Campground,7/21/21,6.337124,21.06826,,,
 Tough Creek Campground,7/21/21,6.312514,21.07142,,,
 Tough Creek Campground,7/21/21,5.769884,21.08399,,,
 Tough Creek Campground,7/21/21,5.738244,21.08571,,,
 Tough Creek Campground,7/21/21,5.706604,21.08744,,,
 Tough Creek Campground,7/21/21,5.116764,21.13306,,,
 Tough Creek Campground,7/21/21,5.076904,21.13559,,,
 Tough Creek Campground,7/21/21,5.037044,21.13812,,,
 Tough Creek Campground,7/21/21,4.770114,21.20426,,,
 Tough Creek Campground,7/21/21,4.745104,21.20842,,,
 Tough Creek Campground,7/21/21,4.720104,21.21257,,,
 Tough Creek Campground,7/21/21,4.695094,21.21672,,,
 Tough Creek Campground,7/21/21,4.172974,21.26558,,,
 Tough Creek Campground,7/21/21,4.142184,21.26929,,,
 Tough Creek Campground,7/21/21,4.111404,21.273,,,
 Tough Creek Campground,7/21/21,3.583754,21.36758,,,
 Tough Creek Campground,7/21/21,3.547814,21.37312,,,
 Tough Creek Campground,7/21/21,3.511884,21.37866,,,
 Tough Creek Campground,7/21/21,3.475944,21.3842,,,
 Tough Creek Campground,7/21/21,2.876344,21.45305,,,
 Tough Creek Campground,7/21/21,2.836964,21.45827,,,
 Tough Creek Campground,7/21/21,2.797574,21.46348,,,
 Tough Creek Campground,7/21/21,2.569104,21.5123,,,
 Tough Creek Campground,7/21/21,2.545934,21.51606,,,
 Tough Creek Campground,7/21/21,2.522754,21.51982,,,
 Tough Creek Campground,7/21/21,2.108594,21.54992,,,
 Tough Creek Campground,7/21/21,2.083794,21.55237,,,
 Tough Creek Campground,7/21/21,2.058984,21.55481,,,
 Tough Creek Campground,7/21/21,2.034184,21.55725,,,
 Tough Creek Campground,7/21/21,1.431664,21.61284,,,
 Tough Creek Campground,7/21/21,1.393784,21.61618,,,
 Tough Creek Campground,7/21/21,1.355904,21.61952,,,
 Tough Creek Campground,7/21/21,1.134074,21.72627,,,
 Tough Creek Campground,7/21/21,1.110924,21.73251,,,
 Tough Creek Campground,7/21/21,1.087774,21.73874,,,
 Tough Creek Campground,7/21/21,1.064624,21.74498,,,
 Tough Creek Campground,7/21/21,0.592013,21.83178,,,
 Tough Creek Campground,7/21/21,0.564761,21.83805,,,
 Tough Creek Campground,7/21/21,0.53751,21.84431,,,
 Tough Creek Campground,7/21/21,0,22.24861,,,
 Tough Creek Campground,8/11/21,7.471425,21.50014,,,
 Tough Creek Campground,8/11/21,7.451165,21.50223,,,
 Tough Creek Campground,8/11/21,7.447665,21.50232,,,
 Tough Creek Campground,8/11/21,7.105295,21.49612,,,
 Tough Creek Campground,8/11/21,7.072315,21.49562,,,
 Tough Creek Campground,8/11/21,6.480535,21.51718,,,
 Tough Creek Campground,8/11/21,5.915685,21.54105,,,
 Tough Creek Campground,8/11/21,5.841315,21.5441,,,
 Tough Creek Campground,8/11/21,5.558645,21.55561,,,
 Tough Creek Campground,8/11/21,5.511625,21.55757,,,
 Tough Creek Campground,8/11/21,5.019955,21.56547,,,
 Tough Creek Campground,8/11/21,4.420625,21.57054,,,
 Tough Creek Campground,8/11/21,4.345755,21.5713,,,
 Tough Creek Campground,8/11/21,4.039655,21.58545,,,
 Tough Creek Campground,8/11/21,3.988965,21.58696,,,
 Tough Creek Campground,8/11/21,3.374305,21.5895,,,
 Tough Creek Campground,8/11/21,2.785935,21.60465,,,
 Tough Creek Campground,8/11/21,2.707805,21.6062,,,
 Tough Creek Campground,8/11/21,2.352445,21.62085,,,
 Tough Creek Campground,8/11/21,2.297615,21.6228,,,
 Tough Creek Campground,8/11/21,1.703005,21.62648,,,
 Tough Creek Campground,8/11/21,1.027495,21.65222,,,
 Tough Creek Campground,8/11/21,0.941635,21.65484,,,
 Tough Creek Campground,8/11/21,0.602017,21.69661,,,
 Tough Creek Campground,8/11/21,0.545483,21.7015,,,
 Tough Creek Campground,8/11/21,0,21.73244,,,
 Tough Creek Campground,9/15/21,14.046024,19.17938,,,
 Tough Creek Campground,9/15/21,14.048954,19.18463,,,
 Tough Creek Campground,9/15/21,13.946214,19.17838,,,
 Tough Creek Campground,9/15/21,13.936104,19.17793,,,
 Tough Creek Campground,9/15/21,13.617984,19.17075,,,
 Tough Creek Campground,9/15/21,13.583474,19.16981,,,
 Tough Creek Campground,9/15/21,13.082074,19.19096,,,
 Tough Creek Campground,9/15/21,12.652204,19.19483,,,
 Tough Creek Campground,9/15/21,12.593574,19.19593,,,
 Tough Creek Campground,9/15/21,12.356774,19.18759,,,
 Tough Creek Campground,9/15/21,12.319504,19.18688,,,
 Tough Creek Campground,9/15/21,11.936644,19.19194,,,
 Tough Creek Campground,9/15/21,11.458444,19.19071,,,
 Tough Creek Campground,9/15/21,11.398674,19.19078,,,
 Tough Creek Campground,9/15/21,11.233324,19.18908,,,
 Tough Creek Campground,9/15/21,11.200824,19.18886,,,
 Tough Creek Campground,9/15/21,10.871524,19.19193,,,
 Tough Creek Campground,9/15/21,10.500354,19.19151,,,
 Tough Creek Campground,9/15/21,10.452634,19.19157,,,
 Tough Creek Campground,9/15/21,10.293014,19.19229,,,
 Tough Creek Campground,9/15/21,10.264774,19.19233,,,
 Tough Creek Campground,9/15/21,9.978854,19.18616,,,
 Tough Creek Campground,9/15/21,9.711964,19.19528,,,
 Tough Creek Campground,9/15/21,9.676264,19.19597,,,
 Tough Creek Campground,9/15/21,9.493354,19.19669,,,
 Tough Creek Campground,9/15/21,9.466744,19.19711,,,
 Tough Creek Campground,9/15/21,9.127284,19.19594,,,
 Tough Creek Campground,9/15/21,9.089054,19.19584,,,
 Tough Creek Campground,9/15/21,8.784674,19.19871,,,
 Tough Creek Campground,9/15/21,8.617474,19.20234,,,
 Tough Creek Campground,9/15/21,8.591344,19.20279,,,
 Tough Creek Campground,9/15/21,8.307104,19.19443,,,
 Tough Creek Campground,9/15/21,8.274814,19.19378,,,
 Tough Creek Campground,9/15/21,8.025904,19.19497,,,
 Tough Creek Campground,9/15/21,7.897504,19.19805,,,
 Tough Creek Campground,9/15/21,7.876934,19.19841,,,
 Tough Creek Campground,9/15/21,7.699574,19.19525,,,
 Tough Creek Campground,9/15/21,7.678414,19.19507,,,
 Tough Creek Campground,9/15/21,7.514154,19.18996,,,
 Tough Creek Campground,9/15/21,7.427754,19.19526,,,
 Tough Creek Campground,9/15/21,7.413934,19.19561,,,
 Tough Creek Campground,9/15/21,7.172814,19.1961,,,
 Tough Creek Campground,9/15/21,7.147084,19.19636,,,
 Tough Creek Campground,9/15/21,6.861644,19.18822,,,
 Tough Creek Campground,9/15/21,6.760214,19.19126,,,
 Tough Creek Campground,9/15/21,6.740924,19.19129,,,
 Tough Creek Campground,9/15/21,6.516274,19.19446,,,
 Tough Creek Campground,9/15/21,6.491714,19.19488,,,
 Tough Creek Campground,9/15/21,6.247564,19.19284,,,
 Tough Creek Campground,9/15/21,6.082684,19.19721,,,
 Tough Creek Campground,9/15/21,6.058794,19.19757,,,
 Tough Creek Campground,9/15/21,5.752634,19.20501,,,
 Tough Creek Campground,9/15/21,5.718134,19.20588,,,
 Tough Creek Campground,9/15/21,5.440734,19.20404,,,
 Tough Creek Campground,9/15/21,5.299074,19.20201,,,
 Tough Creek Campground,9/15/21,5.276274,19.20175,,,
 Tough Creek Campground,9/15/21,5.032474,19.21203,,,
 Tough Creek Campground,9/15/21,5.004594,19.21293,,,
 Tough Creek Campground,9/15/21,4.743384,19.21239,,,
 Tough Creek Campground,9/15/21,4.668984,19.21478,,,
 Tough Creek Campground,9/15/21,4.653174,19.21498,,,
 Tough Creek Campground,9/15/21,4.317924,19.21572,,,
 Tough Creek Campground,9/15/21,4.284184,19.21588,,,
 Tough Creek Campground,9/15/21,3.951734,19.2151,,,
 Tough Creek Campground,9/15/21,3.760184,19.21741,,,
 Tough Creek Campground,9/15/21,3.730814,19.21761,,,
 Tough Creek Campground,9/15/21,3.453214,19.22708,,,
 Tough Creek Campground,9/15/21,3.420344,19.22807,,,
 Tough Creek Campground,9/15/21,3.108844,19.23811,,,
 Tough Creek Campground,9/15/21,2.922184,19.24528,,,
 Tough Creek Campground,9/15/21,2.893774,19.24631,,,
 Tough Creek Campground,9/15/21,2.498464,19.25154,,,
 Tough Creek Campground,9/15/21,2.454584,19.25229,,,
 Tough Creek Campground,9/15/21,2.035224,19.27433,,,
 Tough Creek Campground,9/15/21,1.831704,19.3033,,,
 Tough Creek Campground,9/15/21,1.798364,19.30686,,,
 Tough Creek Campground,9/15/21,1.392334,19.31559,,,
 Tough Creek Campground,9/15/21,1.347024,19.31746,,,
 Tough Creek Campground,9/15/21,1.059824,19.33842,,,
 Tough Creek Campground,9/15/21,1.030007,19.3623,,,
 Tough Creek Campground,9/15/21,1.017891,19.36535,,,
 Tough Creek Campground,9/15/21,0.610722,19.36696,,,
 Tough Creek Campground,9/15/21,0.571875,19.36798,,,
 Tough Creek Campground,9/15/21,0.200862,19.36723,,,
 Tough Creek Campground,9/15/21,0,19.37163,,,
 Tough Creek Campground,10/5/21,8.75611,16.04228,,,
 Tough Creek Campground,10/5/21,8.77262,16.04082,,,
 Tough Creek Campground,10/5/21,8.53987,16.0142,,,
 Tough Creek Campground,10/5/21,8.52392,16.01097,,,
 Tough Creek Campground,10/5/21,8.24585,16.06672,,,
 Tough Creek Campground,10/5/21,7.88056,16.07246,,,
 Tough Creek Campground,10/5/21,7.83584,16.07494,,,
 Tough Creek Campground,10/5/21,7.41514,16.06974,,,
 Tough Creek Campground,10/5/21,7.36193,16.06935,,,
 Tough Creek Campground,10/5/21,7.14066,16.08038,,,
 Tough Creek Campground,10/5/21,6.78941,16.08899,,,
 Tough Creek Campground,10/5/21,6.74824,16.09021,,,
 Tough Creek Campground,10/5/21,6.53845,16.10657,,,
 Tough Creek Campground,10/5/21,6.50615,16.10841,,,
 Tough Creek Campground,10/5/21,6.16124,16.11718,,,
 Tough Creek Campground,10/5/21,5.82708,16.12311,,,
 Tough Creek Campground,10/5/21,5.78287,16.12395,,,
 Tough Creek Campground,10/5/21,5.60668,16.10723,,,
 Tough Creek Campground,10/5/21,5.57815,16.10582,,,
 Tough Creek Campground,10/5/21,5.24018,16.13683,,,
 Tough Creek Campground,10/5/21,5.06803,16.14807,,,
 Tough Creek Campground,10/5/21,5.03994,16.15026,,,
 Tough Creek Campground,10/5/21,4.74839,16.14824,,,
 Tough Creek Campground,10/5/21,4.71489,16.14841,,,
 Tough Creek Campground,10/5/21,4.34708,16.16219,,,
 Tough Creek Campground,10/5/21,4.15161,16.15812,,,
 Tough Creek Campground,10/5/21,4.12072,16.15819,,,
 Tough Creek Campground,10/5/21,3.71267,16.15713,,,
 Tough Creek Campground,10/5/21,3.66756,16.15685,,,
 Tough Creek Campground,10/5/21,3.2551,16.17267,,,
 Tough Creek Campground,10/5/21,3.03127,16.17783,,,
 Tough Creek Campground,10/5/21,2.99631,16.17887,,,
 Tough Creek Campground,10/5/21,2.5888,16.18482,,,
 Tough Creek Campground,10/5/21,2.54252,16.18554,,,
 Tough Creek Campground,10/5/21,2.17231,16.20206,,,
 Tough Creek Campground,10/5/21,1.94168,16.20528,,,
 Tough Creek Campground,10/5/21,1.90775,16.20612,,,
 Tough Creek Campground,10/5/21,1.51444,16.24968,,,
 Tough Creek Campground,10/5/21,1.46933,16.25394,,,
 Tough Creek Campground,10/5/21,1.29851,16.3014,,,
 Tough Creek Campground,10/5/21,0.911551,16.33415,,,
 Tough Creek Campground,10/5/21,0.868398,16.33884,,,
 Tough Creek Campground,10/5/21,0.508258,16.37396,,,
 Tough Creek Campground,10/5/21,0.459764,16.3784,,,
 Tough Creek Campground,10/5/21,0.267057,16.40372,,,
 Tough Creek Campground,10/5/21,0,16.41296,,,
 Transitional Pelagic: Sand Mesa,5/27/20,0,13.94,,,
 Transitional Pelagic: Sand Mesa,5/27/20,0.5,13.56,,,
 Transitional Pelagic: Sand Mesa,5/27/20,1,13.31,,,
 Transitional Pelagic: Sand Mesa,5/27/20,1.5,13.25,,,
 Transitional Pelagic: Sand Mesa,5/27/20,2,13.2,,,
 Transitional Pelagic: Sand Mesa,5/27/20,2.5,13.19,,,
 Transitional Pelagic: Sand Mesa,5/27/20,3,13.16,,,
 Transitional Pelagic: Sand Mesa,5/27/20,4,13.15,,,
 Transitional Pelagic: Sand Mesa,5/27/20,5,12.85,,,
 Transitional Pelagic: Sand Mesa,5/27/20,6,12.73,,,
 Transitional Pelagic: Sand Mesa,5/27/20,7,12.67,,,
 Transitional Pelagic: Sand Mesa,5/27/20,8,12.61,,,
 Transitional Pelagic: Sand Mesa,5/27/20,9,12.51,,,
 Transitional Pelagic: Sand Mesa,5/27/20,10,12.48,,,
 Transitional Pelagic: Sand Mesa,5/27/20,11,12.35,,,
 Transitional Pelagic: Sand Mesa,5/27/20,12,12.03,,,
 Transitional Pelagic: Sand Mesa,5/27/20,13,11.91,,,
 Transitional Pelagic: Sand Mesa,6/24/20,0,22.05,,,
 Transitional Pelagic: Sand Mesa,6/24/20,0.5,22.04,,,
 Transitional Pelagic: Sand Mesa,6/24/20,1,21.54,,,
 Transitional Pelagic: Sand Mesa,6/24/20,1.5,20.1,,,
 Transitional Pelagic: Sand Mesa,6/24/20,2,19.7,,,
 Transitional Pelagic: Sand Mesa,6/24/20,2.5,19.09,,,
 Transitional Pelagic: Sand Mesa,6/24/20,3,18.8,,,
 Transitional Pelagic: Sand Mesa,6/24/20,4,18.47,,,
 Transitional Pelagic: Sand Mesa,6/24/20,5,18.14,,,
 Transitional Pelagic: Sand Mesa,6/24/20,6,18.07,,,
 Transitional Pelagic: Sand Mesa,6/24/20,7,17.67,,,
 Transitional Pelagic: Sand Mesa,6/24/20,8,17.14,,,
 Transitional Pelagic: Sand Mesa,6/24/20,9,17.08,,,
 Transitional Pelagic: Sand Mesa,6/24/20,10,16.96,,,
 Transitional Pelagic: Sand Mesa,6/24/20,11,16.89,,,
 Transitional Pelagic: Sand Mesa,6/24/20,12,16.46,,,
 Transitional Pelagic: Sand Mesa,6/24/20,13,15.91,,,
 Transitional Pelagic: Sand Mesa,6/24/20,14,15.43,,,
 Transitional Pelagic: Sand Mesa,6/24/20,15,14.76,,,
 Transitional Pelagic: Sand Mesa,7/15/20,0,20.4,,,
 Transitional Pelagic: Sand Mesa,7/15/20,0.5,21.04,,,
 Transitional Pelagic: Sand Mesa,7/15/20,1,21.03,,,
 Transitional Pelagic: Sand Mesa,7/15/20,1.5,20.96,,,
 Transitional Pelagic: Sand Mesa,7/15/20,2,20.93,,,
 Transitional Pelagic: Sand Mesa,7/15/20,2.5,20.88,,,
 Transitional Pelagic: Sand Mesa,7/15/20,3,20.86,,,
 Transitional Pelagic: Sand Mesa,7/15/20,4,20.82,,,
 Transitional Pelagic: Sand Mesa,7/15/20,5,20.78,,,
 Transitional Pelagic: Sand Mesa,7/15/20,6,20.7,,,
 Transitional Pelagic: Sand Mesa,7/15/20,7,20.66,,,
 Transitional Pelagic: Sand Mesa,7/15/20,8,20.64,,,
 Transitional Pelagic: Sand Mesa,7/15/20,9,20.63,,,
 Transitional Pelagic: Sand Mesa,7/15/20,10,20.61,,,
 Transitional Pelagic: Sand Mesa,7/15/20,11,20.6,,,
 Transitional Pelagic: Sand Mesa,7/15/20,12,20.6,,,
 Transitional Pelagic: Sand Mesa,7/15/20,13,20.39,,,
 Transitional Pelagic: Sand Mesa,7/15/20,14,20.18,,,
 Transitional Pelagic: Sand Mesa,7/15/20,15,18.74,,,
 Transitional Pelagic: Sand Mesa,7/15/20,16,16.8,,,
 Transitional Pelagic: Sand Mesa,8/26/20,0,22.64,,,
 Transitional Pelagic: Sand Mesa,8/26/20,0.5,22.66,,,
 Transitional Pelagic: Sand Mesa,8/26/20,1,22.65,,,
 Transitional Pelagic: Sand Mesa,8/26/20,1.5,22.63,,,
 Transitional Pelagic: Sand Mesa,8/26/20,2,22.61,,,
 Transitional Pelagic: Sand Mesa,8/26/20,2.5,22.58,,,
 Transitional Pelagic: Sand Mesa,8/26/20,3,22.57,,,
 Transitional Pelagic: Sand Mesa,8/26/20,4,22.57,,,
 Transitional Pelagic: Sand Mesa,8/26/20,5,22.56,,,
 Transitional Pelagic: Sand Mesa,8/26/20,6,22.55,,,
 Transitional Pelagic: Sand Mesa,8/26/20,7,22.56,,,
 Transitional Pelagic: Sand Mesa,8/26/20,8,22.51,,,
 Transitional Pelagic: Sand Mesa,8/26/20,9,21.93,,,
 Transitional Pelagic: Sand Mesa,8/26/20,10,21.72,,,
 Transitional Pelagic: Sand Mesa,8/26/20,11,21.64,,,
 Transitional Pelagic: Sand Mesa,8/26/20,12,21.44,,,
 Transitional Pelagic: Sand Mesa,8/26/20,13,21.06,,,
 Transitional Pelagic: Sand Mesa,8/26/20,14,20.82,,,
 Transitional Pelagic: Sand Mesa,8/26/20,15,20.49,,,
 Transitional Pelagic: Sand Mesa,9/22/20,0,17.49,,,
 Transitional Pelagic: Sand Mesa,9/22/20,0.5,17.55,,,
 Transitional Pelagic: Sand Mesa,9/22/20,1,17.53,,,
 Transitional Pelagic: Sand Mesa,9/22/20,1.5,17.53,,,
 Transitional Pelagic: Sand Mesa,9/22/20,2,17.55,,,
 Transitional Pelagic: Sand Mesa,9/22/20,2.5,17.53,,,
 Transitional Pelagic: Sand Mesa,9/22/20,3,17.53,,,
 Transitional Pelagic: Sand Mesa,9/22/20,4,17.38,,,
 Transitional Pelagic: Sand Mesa,9/22/20,5,17.32,,,
 Transitional Pelagic: Sand Mesa,9/22/20,6,17.26,,,
 Transitional Pelagic: Sand Mesa,9/22/20,7,17.24,,,
 Transitional Pelagic: Sand Mesa,9/22/20,8,17.23,,,
 Transitional Pelagic: Sand Mesa,9/22/20,9,17.22,,,
